name,ra,dec,true_class,predicted_class,confidence,prob_wat,prob_nat,correct,high_confidence
J1049+4619,162.482875,46.322333,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1051+5041,162.995792,50.699944,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1057+4749,164.362375,47.824278,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1101+5603,165.285417,56.055722,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1105+4800,166.268625,48.012083,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1112+5151,168.090292,51.857694,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1113+4952,168.323333,49.866722,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1114+4611,168.56875,46.187528,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1115+4729,168.882,47.491583,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1115+4834,168.921625,48.572056,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1120+5308,170.170333,53.135944,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1121+5421,170.307,54.359556,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1124+5546,171.1045,55.770778,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1127+5533,171.826667,55.558,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1147+4917,176.965417,49.292028,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1147+5548,176.815333,55.805389,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1154+4949,178.553917,49.816944,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1208+5458,182.024708,54.968667,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1220+5334,185.20925,53.575944,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1224+4905,186.052042,49.097722,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1224+5419,186.207875,54.326167,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1236+5525,189.197625,55.419611,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1238+4838,189.74275,48.638472,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1247+4852,191.927208,48.868306,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1249+4954,192.413458,49.900861,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1303+4743,195.952125,47.7215,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1303+4935,195.865417,49.599028,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1303+5220,195.885333,52.336194,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1306+5144,196.545083,51.739611,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1315+4841,198.882583,48.686583,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1325+5617,201.26825,56.295083,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1330+4730,202.636125,47.515444,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1344+5552,206.18575,55.867583,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1346+5250,206.528833,52.838222,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1351+5216,207.961792,52.274917,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1359+4905,209.935542,49.092694,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1426+5547,216.526917,55.790694,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1428+5520,217.17675,55.347639,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1431+4743,217.960583,47.732528,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1434+4951,218.674792,49.852694,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1439+5631,219.8305,56.527611,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1446+4841,221.528042,48.694444,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1459+4947,224.927542,49.788194,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1459+5334,224.899833,53.572167,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1523+5255,230.86275,52.918722,WAT,NAT,0.5198643803596497,0.48013558983802795,0.5198643803596497,False,False
J1132+5459,173.00825,54.99775,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1147+4805,176.951792,48.097,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1207+4805,181.831,48.099639,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1325+5544,201.45175,55.737417,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1329+5246,202.289625,52.771083,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1347+5022,206.754292,50.371639,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1431+5518,217.818042,55.313861,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1505+4706,226.410292,47.106222,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1506+5311,226.512917,53.185917,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
J1510+5146,227.5145,51.774472,NAT,NAT,0.5162191390991211,0.4837808609008789,0.5162191390991211,True,False
