logL,logRho
26.51365015166835,-6.2886075949367095
26.519716885743176,-6.270886075949368
26.525783619817997,-5.69493670886076
26.53185035389282,-5.677215189873418
26.537917087967642,-5.659493670886076
26.543983822042467,-5.659493670886076
26.55005055611729,-5.677215189873418
26.556117290192113,-5.668354430379747
26.562184024266937,-5.686075949367089
26.56825075834176,-6.341772151898734
26.574317492416583,-6.350632911392405
26.580384226491404,-6.350632911392405
26.58645096056623,-6.359493670886076
26.592517694641053,-6.359493670886076
26.598584428715874,-6.368354430379747
26.6046511627907,-6.377215189873418
26.61071789686552,-6.386075949367089
26.616784630940344,-6.39493670886076
26.622851365015165,-6.39493670886076
26.62891809908999,-6.403797468354431
26.634984833164815,-6.412658227848102
26.641051567239636,-6.412658227848102
26.647118301314457,-6.421518987341773
26.65318503538928,-6.4303797468354436
26.659251769464106,-6.4392405063291145
26.665318503538927,-6.4481012658227845
26.67138523761375,-6.4481012658227845
26.677451971688576,-6.4303797468354436
26.683518705763397,-6.182278481012658
26.68958543983822,-6.4392405063291145
26.695652173913043,-6.4392405063291145
26.701718907987868,-6.4481012658227845
26.70778564206269,-6.4481012658227845
26.713852376137513,-6.465822784810126
26.719919110212338,-6.492405063291139
26.72598584428716,-6.492405063291139
26.73205257836198,-6.510126582278481
26.738119312436805,-6.527848101265823
26.74418604651163,-6.527848101265823
26.75025278058645,-6.536708860759494
26.756319514661275,-6.536708860759494
26.762386248736096,-6.545569620253165
26.76845298281092,-6.554430379746836
26.77451971688574,-6.563291139240507
26.780586450960566,-6.572151898734178
26.78665318503539,-6.5810126582278485
26.792719919110212,-6.5810126582278485
26.798786653185033,-6.5898734177215195
26.804853387259858,-6.5987341772151895
26.810920121334682,-6.5987341772151895
26.816986855409503,-6.5987341772151895
26.823053589484328,-6.5987341772151895
26.829120323559152,-6.120253164556962
26.835187057633973,-6.120253164556962
26.841253791708798,-6.084810126582278
26.84732052578362,-6.084810126582278
26.853387259858444,-6.10253164556962
26.859453993933265,-6.111392405063292
26.86552072800809,-6.040506329113924
26.871587462082914,-6.651898734177215
26.877654196157735,-6.651898734177215
26.883720930232556,-6.669620253164557
26.88978766430738,-6.678481012658228
26.895854398382205,-6.678481012658228
26.901921132457026,-6.687341772151899
26.90798786653185,-6.69620253164557
26.914054600606676,-6.705063291139241
26.920121334681497,-6.713924050632912
26.926188068756318,-6.722784810126583
26.932254802831142,-6.758227848101265
26.938321536905967,-6.758227848101265
26.944388270980788,-6.758227848101265
26.950455005055613,-6.767088607594936
26.956521739130434,-6.767088607594936
26.96258847320526,-6.767088607594936
26.96865520728008,-6.775949367088607
26.974721941354904,-6.775949367088607
26.98078867542973,-6.775949367088607
26.98685540950455,-6.332911392405063
26.992922143579374,-6.324050632911392
26.998988877654195,-6.324050632911392
27.00505561172902,-6.324050632911392
27.01112234580384,-6.377215189873418
27.017189079878666,-6.775949367088607
27.02325581395349,-6.660759493670886
27.02932254802831,-6.80253164556962
27.035389282103132,-6.829113924050633
27.041456016177957,-6.820253164556962
27.04752275025278,-6.820253164556962
27.053589484327603,-6.811392405063291
27.059656218402427,-6.820253164556962
27.065722952477252,-6.829113924050633
27.071789686552073,-6.837974683544304
27.077856420626894,-6.846835443037975
27.08392315470172,-6.837974683544304
27.089989888776543,-6.864556962025317
27.096056622851364,-6.855696202531646
27.10212335692619,-6.8822784810126585
27.10819009100101,-6.8822784810126585
27.114256825075834,-6.8822784810126585
27.120323559150656,-6.4569620253164555
27.12639029322548,-6.660759493670886
27.132457027300305,-6.643037974683544
27.138523761375126,-6.5898734177215195
27.14459049544995,-6.5987341772151895
27.150657229524775,-6.5810126582278485
27.156723963599596,-6.5810126582278485
27.162790697674417,-6.616455696202531
27.16885743174924,-6.616455696202531
27.174924165824066,-6.572151898734178
27.180990899898887,-6.5898734177215195
27.187057633973712,-6.5987341772151895
27.193124368048533,-6.713924050632912
27.199191102123358,-6.713924050632912
27.20525783619818,-6.669620253164557
27.211324570273003,-6.7316455696202535
27.217391304347828,-6.616455696202531
27.22345803842265,-6.678481012658228
27.22952477249747,-6.722784810126583
27.235591506572295,-6.740506329113924
27.24165824064712,-6.7493670886075945
27.24772497472194,-6.7493670886075945
27.253791708796765,-6.740506329113924
27.25985844287159,-6.758227848101265
27.26592517694641,-6.775949367088607
27.27199191102123,-6.625316455696202
27.278058645096056,-6.643037974683544
27.28412537917088,-6.705063291139241
27.290192113245702,-6.793670886075949
27.296258847320527,-6.820253164556962
27.30232558139535,-6.855696202531646
27.308392315470172,-6.90886075949367
27.314459049544993,-6.8999999999999995
27.320525783619818,-6.917721518987341
27.326592517694642,-6.944303797468354
27.332659251769464,-6.8822784810126585
27.338725985844288,-6.8734177215189876
27.34479271991911,-6.820253164556962
27.350859453993934,-6.837974683544304
27.356926188068755,-6.846835443037975
27.36299292214358,-6.864556962025317
27.369059656218404,-6.8822784810126585
27.375126390293225,-6.8822784810126585
27.381193124368046,-6.8822784810126585
27.38725985844287,-6.837974683544304
27.393326592517695,-6.8911392405063285
27.399393326592516,-6.8911392405063285
27.40546006066734,-6.917721518987341
27.411526794742166,-6.90886075949367
27.417593528816987,-6.944303797468354
27.423660262891808,-6.944303797468354
27.429726996966632,-6.979746835443038
27.435793731041457,-6.99746835443038
27.441860465116278,-7.032911392405063
27.447927199191103,-7.059493670886075
27.453993933265927,-7.094936708860759
27.46006066734075,-7.112658227848101
27.46612740141557,-7.10379746835443
27.472194135490394,-7.112658227848101
27.47826086956522,-7.112658227848101
27.48432760364004,-7.094936708860759
27.490394337714864,-7.059493670886075
27.496461071789685,-7.032911392405063
27.50252780586451,-7.0506329113924044
27.50859453993933,-7.0506329113924044
27.514661274014156,-7.112658227848101
27.52072800808898,-7.112658227848101
27.5267947421638,-7.10379746835443
27.532861476238622,-7.10379746835443
27.538928210313447,-7.094936708860759
27.54499494438827,-7.112658227848101
27.551061678463093,-7.112658227848101
27.557128412537917,-7.165822784810127
27.563195146612742,-7.1835443037974684
